407	408	0.693629912	0.495449937
408	409	0.676314628	0.483081877
406	407	0.586682569	0.419058978
409	410	0.534736717	0.381954798
405	406	0.355472598	0.253908999
410	411	0.268896177	0.192068698
29	405	0.190351243	0.135965174
32	405	0.190351243	0.135965174
89	406	0.190351243	0.135965174
92	406	0.190351243	0.135965174
149	407	0.190351243	0.135965174
152	407	0.190351243	0.135965174
209	408	0.190351243	0.135965174
212	408	0.190351243	0.135965174
269	409	0.190351243	0.135965174
272	409	0.190351243	0.135965174
329	410	0.190351243	0.135965174
332	410	0.190351243	0.135965174
389	411	0.190351243	0.135965174
26	29	0.172668615	0.123334725
32	35	0.172668615	0.123334725
86	89	0.172668615	0.123334725
92	95	0.172668615	0.123334725
146	149	0.172668615	0.123334725
152	155	0.172668615	0.123334725
206	209	0.172668615	0.123334725
212	215	0.172668615	0.123334725
266	269	0.172668615	0.123334725
272	275	0.172668615	0.123334725
326	329	0.172668615	0.123334725
332	335	0.172668615	0.123334725
386	389	0.172668615	0.123334725
23	26	0.154685431	0.110489594
35	38	0.154685431	0.110489594
83	86	0.154685431	0.110489594
95	98	0.154685431	0.110489594
143	146	0.154685431	0.110489594
155	158	0.154685431	0.110489594
203	206	0.154685431	0.110489594
215	218	0.154685431	0.110489594
263	266	0.154685431	0.110489594
275	278	0.154685431	0.110489594
323	326	0.154685431	0.110489594
335	338	0.154685431	0.110489594
383	386	0.154685431	0.110489594
20	23	0.136401694	0.097429781
38	41	0.136401694	0.097429781
80	83	0.136401694	0.097429781
98	101	0.136401694	0.097429781
140	143	0.136401694	0.097429781
158	161	0.136401694	0.097429781
200	203	0.136401694	0.097429781
218	221	0.136401694	0.097429781
260	263	0.136401694	0.097429781
278	281	0.136401694	0.097429781
320	323	0.136401694	0.097429781
338	341	0.136401694	0.097429781
380	383	0.136401694	0.097429781
17	20	0.117817401	0.084155287
41	44	0.117817401	0.084155287
77	80	0.117817401	0.084155287
101	104	0.117817401	0.084155287
137	140	0.117817401	0.084155287
161	164	0.117817401	0.084155287
197	200	0.117817401	0.084155287
221	224	0.117817401	0.084155287
257	260	0.117817401	0.084155287
281	284	0.117817401	0.084155287
317	320	0.117817401	0.084155287
341	344	0.117817401	0.084155287
377	380	0.117817401	0.084155287
14	17	0.098932554	0.07066611
44	47	0.098932554	0.07066611
74	77	0.098932554	0.07066611
104	107	0.098932554	0.07066611
134	137	0.098932554	0.07066611
164	167	0.098932554	0.07066611
194	197	0.098932554	0.07066611
224	227	0.098932554	0.07066611
254	257	0.098932554	0.07066611
284	287	0.098932554	0.07066611
314	317	0.098932554	0.07066611
344	347	0.098932554	0.07066611
374	377	0.098932554	0.07066611
392	411	0.086175681	0.061554058
11	14	0.079747152	0.056962252
47	50	0.079747152	0.056962252
71	74	0.079747152	0.056962252
107	110	0.079747152	0.056962252
131	134	0.079747152	0.056962252
167	170	0.079747152	0.056962252
191	194	0.079747152	0.056962252
227	230	0.079747152	0.056962252
251	254	0.079747152	0.056962252
287	290	0.079747152	0.056962252
311	314	0.079747152	0.056962252
347	350	0.079747152	0.056962252
371	374	0.079747152	0.056962252
392	395	0.06678991	0.047707079
8	11	0.060261196	0.043043712
50	53	0.060261196	0.043043712
68	71	0.060261196	0.043043712
110	113	0.060261196	0.043043712
128	131	0.060261196	0.043043712
170	173	0.060261196	0.043043712
188	191	0.060261196	0.043043712
230	233	0.060261196	0.043043712
248	251	0.060261196	0.043043712
290	293	0.060261196	0.043043712
308	311	0.060261196	0.043043712
350	353	0.060261196	0.043043712
368	371	0.060261196	0.043043712
395	398	0.047103584	0.033645417
5	8	0.040474685	0.02891049
53	56	0.040474685	0.02891049
65	68	0.040474685	0.02891049
113	116	0.040474685	0.02891049
125	128	0.040474685	0.02891049
173	176	0.040474685	0.02891049
185	188	0.040474685	0.02891049
233	236	0.040474685	0.02891049
245	248	0.040474685	0.02891049
293	296	0.040474685	0.02891049
305	308	0.040474685	0.02891049
353	356	0.040474685	0.02891049
365	368	0.040474685	0.02891049
398	401	0.027116703	0.019369074
2	5	0.02038762	0.014562586
56	59	0.02038762	0.014562586
62	65	0.02038762	0.014562586
116	119	0.02038762	0.014562586
122	125	0.02038762	0.014562586
176	179	0.02038762	0.014562586
182	185	0.02038762	0.014562586
236	239	0.02038762	0.014562586
242	245	0.02038762	0.014562586
296	299	0.02038762	0.014562586
302	305	0.02038762	0.014562586
356	359	0.02038762	0.014562586
362	365	0.02038762	0.014562586
2	1	0.006829268	0.004878049
2	3	0.006829268	0.004878049
5	4	0.006829268	0.004878049
5	6	0.006829268	0.004878049
8	7	0.006829268	0.004878049
8	9	0.006829268	0.004878049
11	10	0.006829268	0.004878049
11	12	0.006829268	0.004878049
14	13	0.006829268	0.004878049
14	15	0.006829268	0.004878049
17	16	0.006829268	0.004878049
17	18	0.006829268	0.004878049
20	19	0.006829268	0.004878049
20	21	0.006829268	0.004878049
23	22	0.006829268	0.004878049
23	24	0.006829268	0.004878049
26	25	0.006829268	0.004878049
26	27	0.006829268	0.004878049
29	28	0.006829268	0.004878049
29	30	0.006829268	0.004878049
32	31	0.006829268	0.004878049
32	33	0.006829268	0.004878049
35	34	0.006829268	0.004878049
35	36	0.006829268	0.004878049
38	37	0.006829268	0.004878049
38	39	0.006829268	0.004878049
41	40	0.006829268	0.004878049
41	42	0.006829268	0.004878049
44	43	0.006829268	0.004878049
44	45	0.006829268	0.004878049
47	46	0.006829268	0.004878049
47	48	0.006829268	0.004878049
50	49	0.006829268	0.004878049
50	51	0.006829268	0.004878049
53	52	0.006829268	0.004878049
53	54	0.006829268	0.004878049
56	55	0.006829268	0.004878049
56	57	0.006829268	0.004878049
59	58	0.006829268	0.004878049
59	60	0.006829268	0.004878049
62	61	0.006829268	0.004878049
62	63	0.006829268	0.004878049
65	64	0.006829268	0.004878049
65	66	0.006829268	0.004878049
68	67	0.006829268	0.004878049
68	69	0.006829268	0.004878049
71	70	0.006829268	0.004878049
71	72	0.006829268	0.004878049
74	73	0.006829268	0.004878049
74	75	0.006829268	0.004878049
77	76	0.006829268	0.004878049
77	78	0.006829268	0.004878049
80	79	0.006829268	0.004878049
80	81	0.006829268	0.004878049
83	82	0.006829268	0.004878049
83	84	0.006829268	0.004878049
86	85	0.006829268	0.004878049
86	87	0.006829268	0.004878049
89	88	0.006829268	0.004878049
89	90	0.006829268	0.004878049
92	91	0.006829268	0.004878049
92	93	0.006829268	0.004878049
95	94	0.006829268	0.004878049
95	96	0.006829268	0.004878049
98	97	0.006829268	0.004878049
98	99	0.006829268	0.004878049
101	100	0.006829268	0.004878049
101	102	0.006829268	0.004878049
104	103	0.006829268	0.004878049
104	105	0.006829268	0.004878049
107	106	0.006829268	0.004878049
107	108	0.006829268	0.004878049
110	109	0.006829268	0.004878049
110	111	0.006829268	0.004878049
113	112	0.006829268	0.004878049
113	114	0.006829268	0.004878049
116	115	0.006829268	0.004878049
116	117	0.006829268	0.004878049
119	118	0.006829268	0.004878049
119	120	0.006829268	0.004878049
122	121	0.006829268	0.004878049
122	123	0.006829268	0.004878049
125	124	0.006829268	0.004878049
125	126	0.006829268	0.004878049
128	127	0.006829268	0.004878049
128	129	0.006829268	0.004878049
131	130	0.006829268	0.004878049
131	132	0.006829268	0.004878049
134	133	0.006829268	0.004878049
134	135	0.006829268	0.004878049
137	136	0.006829268	0.004878049
137	138	0.006829268	0.004878049
140	139	0.006829268	0.004878049
140	141	0.006829268	0.004878049
143	142	0.006829268	0.004878049
143	144	0.006829268	0.004878049
146	145	0.006829268	0.004878049
146	147	0.006829268	0.004878049
149	148	0.006829268	0.004878049
149	150	0.006829268	0.004878049
152	151	0.006829268	0.004878049
152	153	0.006829268	0.004878049
155	154	0.006829268	0.004878049
