37	38	0.638596491	0.456140351
38	39	0.638596491	0.456140351
5	37	0.374089069	0.267206478
8	37	0.374089069	0.267206478
17	38	0.374089069	0.267206478
20	38	0.374089069	0.267206478
29	39	0.374089069	0.267206478
32	39	0.374089069	0.267206478
2	5	0.204048583	0.145748988
8	11	0.204048583	0.145748988
14	17	0.204048583	0.145748988
20	23	0.204048583	0.145748988
26	29	0.204048583	0.145748988
32	35	0.204048583	0.145748988
1	2	0.071794872	0.051282051
2	3	0.071794872	0.051282051
4	5	0.071794872	0.051282051
5	6	0.071794872	0.051282051
7	8	0.071794872	0.051282051
8	9	0.071794872	0.051282051
10	11	0.071794872	0.051282051
11	12	0.071794872	0.051282051
13	14	0.071794872	0.051282051
14	15	0.071794872	0.051282051
16	17	0.071794872	0.051282051
17	18	0.071794872	0.051282051
19	20	0.071794872	0.051282051
20	21	0.071794872	0.051282051
22	23	0.071794872	0.051282051
23	24	0.071794872	0.051282051
25	26	0.071794872	0.051282051
26	27	0.071794872	0.051282051
28	29	0.071794872	0.051282051
29	30	0.071794872	0.051282051
31	32	0.071794872	0.051282051
32	33	0.071794872	0.051282051
34	35	0.071794872	0.051282051
35	36	0.071794872	0.051282051
